F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Configuration,F16-KeyValue,F16-List<PeekingResultIterator>,F16-PDataType,F16-Expression,F16-Boolean,F16-PMetaData,F16-NA,F16-void,F16-byte[],F16-int,F16-boolean,F16-String,F16-ParseNode,F16-KeyRange,F16-PhoenixArray,F16-Void,F16-PhoenixConnection,F16-ResultSet,F16-ParameterMetaData,F3-NA,F3-SchemaUtil.normalizeIdentifier(tableName),F3-SchemaUtil.normalizeIdentifier(schemaName),F3-Class,F3-byte[],F3-null,F3-children.get(0),F3-ImmutableBytesWritable,F3-getUrl(),F3-boolean,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-DataInput,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F7-|,F7--,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-PhoenixConnection,F12-int,F12-NA,F12-VerifyingIndexCodec,F12-Queue<TableStateVerifier>,F12-HTable,F12-boolean,F12-Logger,F12-MemoryChunk,F12-Map<ImmutableBytesPtr List<Tuple>>,F12-Tuple,F12-byte[],F12-ImmutableBytesWritable,F12-List<KeyRange>,F12-KeyValueBuilder,F17-static,F17-final,F17-NA,F2-QueryCompilerTest,F2-NA,F2-MemoryManagerTest,F2-Entry,F2-ToCharFunctionIT,F2-DateFormat,F2-Wrapper,F2-Arrays,F2-ExtendedQueryExecIT,F2-Connection,F2-String,F2-ToNumberFunctionIT,F2-PreparedStatement,F2-CountDownLatch,F2-DriverManager,F2-Format,F2-System,F2-MessageDigest,F2-Statement,F2-InListExpression,F6-java.sql.Date,F6-org.apache.phoenix.coprocessor.Delete,F6-NA,F6-org.apache.phoenix.arithmetic.ImmutableBytesWritable,F6-org.apache.phoenix.coprocessor.Put,F6-java.text.DecimalFormat,F6-java.util.Properties,F6-java.math.BigDecimal,F6-org.apache.phoenix.schema.PhoenixArray,F6-PhoenixArray.PrimitiveDoublePhoenixArray,F6-java.io.DataInputStream,F6-java.io.File,F6-java.lang.String,F6-org.apache.phoenix.hbase.index.covered.KeyValue,F6-java.lang.StringBuilder,F6-PhoenixArray.PrimitiveBytePhoenixArray,F6-org.apache.hadoop.hbase.regionserver.wal.Path,F6-org.apache.phoenix.end2end.StatsManagerIT.MaxKeyChange,F6-org.apache.phoenix.expression.ImmutableBytesPtr,F6-org.apache.phoenix.expression.function.ImmutableBytesWritable,F13-private,F13-NA,F18-private,F18-NA,F18-public,F14-static-final,F14-final-final,F14-NA,F14-final,F1-executeQuery,F1-offer,F1-NA,F1-close,F1-prepareStatement,F1-getUrl,F1-pushFollow,F1-createArrayOf,F1-execute,F1-getConnection,F1-format,F1-runOneRowQueryTest,F1-compareTo,F1-setString,F1-allocate,F1-sleepFor,F1-match,F1-getTableName,F1-closeStmtAndConn,F1-createStatement,F5-java.io.FilterInputStream,F5-java.lang.Object,F5-NA,F5-java.util.Date,F5-java.io.Writer,F5-java.lang.Number,F5-java.lang.AbstractStringBuilder,F5-java.text.NumberFormat,F5-java.io.IOException,F5-java.util.AbstractCollection,F5-java.util.Hashtable,F5-java.lang.Exception,F9-query,F9-columns,F9-tableName,F9-intersection,F9-expectedKvs,F9-a,F9-b,F9-hbaseRootDir,F9-parameters,F9-statement,F9-msg,F9-baseType,F9-fs,F9-rowKey,F9-array,F9-union,F9-NA,F9-expected,F9-decoder,F9-conf,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-PTable,F4-boolean,F4-long,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-ShutdownOnUnusedThreadPoolExecutor,F4-Scan,F4-Connection,F4-byte[],F4-void,F4-Array,F4-List,F4-double,F4-T,F4-String,F4-int,F4-SequenceKey,F4-OrderPreserving,F8-KeyRangeIntersectTests,F8-WALReplayWithIndexWritesAndCompressedWALIT,F8-PhoenixHBaseLoader,F8-KeyRangeCoalesceTests,F8-ListMatchingVerifier,F8-MultiMutation,F8-NA,F8-KeyRangeUnionTests,F8-PhoenixArray,F8-PhoenixConnection,F8-CompressedIndexKeyValueDecoder,F8-PhoenixPreparedStatement,F11-qualifier,F11-rowCount,F11-length,F11-done,F11-tuple,F11-input,F11-NA,F11-memoryChunk,F11-currentKey,F11-hashCache,F11-row,F11-maxSize,F11-kvBuilder,F11-offset,F11-index,F11-logger,F11-connection,F11-buf,F11-valueBuffer,F11-codec,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jzhong@JZhongs-MacBook-Pro.local,F71-ramkrishna.s.vasudevan@intel.com,F71-jamestaylor@apache.org,F71-jtaylor@salesforce.com,F71-stoens@apache.org,F71-gabrielr@ngdata.com,F71-anoopsamjohn@gmail.com,F71-greid@apache.org,F71-larsh@apache.org,F71-mujtaba@apache.org,F71-jyates@apache.org,F71-maryannxue@apache.org,F74,F73,F84,F146,category
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,3,28,10788,8,0,640,1,185,0.9546279491833031,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,MALICIOUS_CODE,0.03836094158674804,EI_EXPOSE_REP,18,2,7,0.02989855846235985,0.010678056593699947,0.0018686599038974907,-1.0,0.09090909090909091,0.008264462809917356,0.2413793103448276,0.11499253415540717,-0.7954545454545454,0.0,0.036617262423714034,144.52298850574712,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,9,28,10788,8,0,640,3,185,0.9818511796733213,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,BAD_PRACTICE,0.006102877070619006,HE_EQUALS_NO_HASHCODE,16,2,23,0.02989855846235985,0.010678056593699947,0.006139882541377469,-1.0,0.0,0.0,0.25886524822695034,0.235846763640015,-1.0,0.0,0.06364428945074106,121.09929078014184,-0.26785714285714285,-0.95,7,303,156,1975,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,9,28,10788,8,0,640,3,185,0.9818511796733213,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,BAD_PRACTICE,0.006974716652136007,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,23,0.02989855846235985,0.010678056593699947,0.006139882541377469,-1.0,0.0,0.0,0.25886524822695034,0.235846763640015,-1.0,0.0,0.06364428945074106,121.09929078014184,-0.26785714285714285,-0.95,7,303,156,1975,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,6,28,10788,8,0,640,2,185,0.9637023593466425,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,STYLE,0.02005231037489102,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,4,0.02989855846235985,0.010678056593699947,0.0010678056593699946,-1.0,0.21739130434782608,0.006805293005671078,0.23828125,0.561978237534437,-0.5652173913043478,0.0,0.05318221447253706,143.1171875,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,3,28,10788,8,0,640,1,185,0.9727767695099818,469,25,0.053304904051172705,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,STYLE,0.02005231037489102,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,4,0.02989855846235985,0.010678056593699947,0.0010678056593699946,-1.0,0.21739130434782608,0.006805293005671078,0.23828125,0.561978237534437,-0.5652173913043478,0.0,0.05318221447253706,143.1171875,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,9,28,10788,8,0,640,3,185,0.9038112522686026,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,BAD_PRACTICE,0.006974716652136007,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,16,2,23,0.02989855846235985,0.010678056593699947,0.006139882541377469,-1.0,0.0,0.0,0.25886524822695034,0.235846763640015,-1.0,0.0,0.06364428945074106,121.09929078014184,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,3,28,10788,8,0,640,1,185,0.8765880217785844,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,MALICIOUS_CODE,0.03836094158674804,EI_EXPOSE_REP,18,2,7,0.02989855846235985,0.010678056593699947,0.0018686599038974907,-1.0,0.09090909090909091,0.008264462809917356,0.2413793103448276,0.11499253415540717,-0.7954545454545454,0.0,0.036617262423714034,144.52298850574712,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,9,28,10788,8,0,640,3,185,0.9038112522686026,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,BAD_PRACTICE,0.006102877070619006,HE_EQUALS_NO_HASHCODE,16,2,23,0.02989855846235985,0.010678056593699947,0.006139882541377469,-1.0,0.0,0.0,0.25886524822695034,0.235846763640015,-1.0,0.0,0.06364428945074106,121.09929078014184,-0.26785714285714285,-0.95,7,303,156,1975,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,9,28,10788,8,0,640,3,185,0.9038112522686026,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,BAD_PRACTICE,0.006974716652136007,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,23,0.02989855846235985,0.010678056593699947,0.006139882541377469,-1.0,0.0,0.0,0.25886524822695034,0.235846763640015,-1.0,0.0,0.06364428945074106,121.09929078014184,-0.26785714285714285,-0.95,7,303,156,1975,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,6,28,10788,8,0,640,2,185,0.8856624319419237,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,STYLE,0.02005231037489102,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,4,0.02989855846235985,0.010678056593699947,0.0010678056593699946,-1.0,0.21739130434782608,0.006805293005671078,0.23828125,0.561978237534437,-0.5652173913043478,0.0,0.05318221447253706,143.1171875,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,3,28,10788,8,0,640,1,185,0.8947368421052632,469,25,0.053304904051172705,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,STYLE,0.02005231037489102,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,4,0.02989855846235985,0.010678056593699947,0.0010678056593699946,-1.0,0.21739130434782608,0.006805293005671078,0.23828125,0.561978237534437,-0.5652173913043478,0.0,0.05318221447253706,143.1171875,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,9,28,10788,8,0,640,3,185,0.7477313974591652,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,BAD_PRACTICE,0.006974716652136007,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,16,2,23,0.02989855846235985,0.010678056593699947,0.006139882541377469,-1.0,0.0,0.0,0.25886524822695034,0.235846763640015,-1.0,0.0,0.06364428945074106,121.09929078014184,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
1975,org/apache/phoenix/schema,org/apache/phoenix/schema/PhoenixArray.java,156,true,3,28,10788,8,0,640,1,185,0.720508166969147,469,25,0.053304904051172705,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,40,MALICIOUS_CODE,0.03836094158674804,EI_EXPOSE_REP,18,2,7,0.02989855846235985,0.010678056593699947,0.0018686599038974907,-1.0,0.09090909090909091,0.008264462809917356,0.2413793103448276,0.11499253415540717,-0.7954545454545454,0.0,0.036617262423714034,144.52298850574712,-0.26785714285714285,-0.95,8,305,156,1977,49,0.02608695652173913,1,6,43,56,0.011081666093842393,4,1,0,5,0,3,3,0.006583300322259456,3,20553,0,1554,206,3,22313,18999,0.013373999912848744,27,0,1,1,1,0,0,0,0,0,1,0,0,1697,1977,6,1676,open
