"warning id","project","bug_pattern","commit","last_commit_checked","?","bug pattern category","package","class","field","method","type","expr","idents","start_line","end_line","label (automatically determined)","commit url","commit url (of the version compared to, if closed)","code (if open)","label"
"1527","tomcat","RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE","A","last","null","CORRECTNESS","org.apache.tomcat.util","org.apache.tomcat.util.IntrospectionUtils","null","guessInstall","null","File","File,home","85","85","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/tomcat/util/IntrospectionUtils.java#L85","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/util/IntrospectionUtils.java","","unknown"
"1673","tomcat","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","A","last","null","STYLE","org.apache.catalina.tribes.group.interceptors","org.apache.catalina.tribes.group.interceptors.TcpPingInterceptor","null","sendPing","null","sendPingMessage","sendPingMessage,staticMembers,get,getMembers","131","131","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/catalina/tribes/group/interceptors/TcpPingInterceptor.java#L131","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/group/interceptors/TcpPingInterceptor.java","","close"
"1696","tomcat","NP_NULL_PARAM_DEREF","A","last","null","CORRECTNESS","org.apache.jasper.compiler","org.apache.jasper.compiler.JspUtil","null","toJavaSourceType","null","StringBuilder","StringBuilder,t","1003","1003","close","https://github.com/apache/tomcat/tree/3787242a83ee5555c79fd2e4c6b6952e9195ed8b//java/org/apache/jasper/compiler/JspUtil.java#L1003","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/JspUtil.java","","open"
"1018","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","B","last","null","STYLE","org.apache.catalina.loader","org.apache.catalina.loader.WebappClassLoader","loaderDir","setWorkDir","null","if (loaderDir == null) {","","618","618","close","https://github.com/apache/tomcat/tree/ad9a49cb08bf004af97cad465bba45d21d112325//java/org/apache/catalina/loader/WebappClassLoader.java#L618","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/loader/WebappClassLoader.java","","unknown"
"1160","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","B","last","null","STYLE","org.apache.catalina.realm","org.apache.catalina.realm.RealmBase","null","authenticate","null","if (md5a1 == null)","","380","380","close","https://github.com/apache/tomcat/tree/ad9a49cb08bf004af97cad465bba45d21d112325//java/org/apache/catalina/realm/RealmBase.java#L380","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/realm/RealmBase.java","","open"
"1310","tomcat","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","B","last","null","STYLE","org.apache.jasper.compiler","org.apache.jasper.compiler.TagPluginManager","null","init","null","null","null,tagPlugin","115","115","close","https://github.com/apache/tomcat/tree/ad9a49cb08bf004af97cad465bba45d21d112325//java/org/apache/jasper/compiler/TagPluginManager.java#L115","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/TagPluginManager.java","","unknown"
"1491","tomcat","NP_LOAD_OF_KNOWN_NULL_VALUE","B","last","null","STYLE","org.apache.jasper.runtime","org.apache.jasper.runtime.JspWriterImpl","null","write","null","s","s,write","351","351","close","https://github.com/apache/tomcat/tree/ad9a49cb08bf004af97cad465bba45d21d112325//java/org/apache/jasper/runtime/JspWriterImpl.java#L351","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/runtime/JspWriterImpl.java","","unknown"
"1533","tomcat","UWF_NULL_FIELD","B","last","null","CORRECTNESS","org.apache.jasper.compiler","org.apache.jasper.compiler.TagFileProcessor$TagFileDirectiveVisitor","tei","null","null","","","-2","-2","close","https://github.com/apache/tomcat/tree/ad9a49cb08bf004af97cad465bba45d21d112325//java/org/apache/jasper/compiler/TagFileProcessor.java#L-2","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/TagFileProcessor.java","","close"
"9492","jmeter","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.jorphan.reflect","org.apache.jorphan.reflect.ClassFinder","null","addJarsInPath","null","jars","jars,x,x,length","178","178","close","https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/jorphan/org/apache/jorphan/reflect/ClassFinder.java#L178","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/jorphan/org/apache/jorphan/reflect/ClassFinder.java","","close"
"9527","jmeter","NP_LOAD_OF_KNOWN_NULL_VALUE","C","last","null","STYLE","org.apache.jmeter.protocol.http.control","org.apache.jmeter.protocol.http.control.CacheManager","null","setCache","null","log","log,warn","216","216","close","https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/protocol/http/org/apache/jmeter/protocol/http/control/CacheManager.java#L216","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/protocol/http/org/apache/jmeter/protocol/http/control/CacheManager.java","","open"
"9580","jmeter","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.jorphan.reflect","org.apache.jorphan.reflect.ClassFinder","null","findClassesInPathsDir","null","i","i,i,list,length","554","554","close","https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/jorphan/org/apache/jorphan/reflect/ClassFinder.java#L554","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/jorphan/org/apache/jorphan/reflect/ClassFinder.java","","close"
"9587","jmeter","NP_NULL_ON_SOME_PATH_EXCEPTION","C","last","null","CORRECTNESS","org.apache.jmeter.config","org.apache.jmeter.config.CSVDataSet","vars","iterationStart","null","a","a,a,a,lineValues,vars,length,length","201","201","close","https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/components/org/apache/jmeter/config/CSVDataSet.java#L201","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/components/org/apache/jmeter/config/CSVDataSet.java","","open"
"9603","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.jorphan.exec","org.apache.jorphan.exec.KeyToolUtils","null","<clinit>","null","if (javaHome != null) {","","91","91","close","https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/jorphan/org/apache/jorphan/exec/KeyToolUtils.java#L91","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/jorphan/org/apache/jorphan/exec/KeyToolUtils.java","","open"
"9622","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.jmeter.save","org.apache.jmeter.save.SaveService$XStreamWrapper$1","null","serializedClass","null","alias","alias,alias,null,super,type,serializedClass","101","101","close","https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/core/org/apache/jmeter/save/SaveService.java#L101","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/core/org/apache/jmeter/save/SaveService.java","","open"
"9634","jmeter","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.jmeter.services","org.apache.jmeter.services.FileServer","null","getRandomFile","null","lfiles","lfiles,length","486","486","close","https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/core/org/apache/jmeter/services/FileServer.java#L486","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/core/org/apache/jmeter/services/FileServer.java","","open"
"9647","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.jmeter.modifiers","org.apache.jmeter.modifiers.BSFPreProcessor","null","process","null","mgr","mgr,null","40","40","close","https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/components/org/apache/jmeter/modifiers/BSFPreProcessor.java#L40","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/components/org/apache/jmeter/modifiers/BSFPreProcessor.java","","open"
"9503","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.jmeter.assertions","org.apache.jmeter.assertions.BSFAssertion","null","getResult","null","mgr","mgr,null","39","39","close","https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/components/org/apache/jmeter/assertions/BSFAssertion.java#L39","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/components/org/apache/jmeter/assertions/BSFAssertion.java","","close"
"9526","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.jmeter.control.gui","org.apache.jmeter.control.gui.ModuleControllerGui","selected","reinitialize","null","current","current,null,null,selected,getTreeNode","189","189","close","https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/components/org/apache/jmeter/control/gui/ModuleControllerGui.java#L189","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/components/org/apache/jmeter/control/gui/ModuleControllerGui.java","","unknown"
"9623","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.jorphan.gui","org.apache.jorphan.gui.JLabeledChoice","null","getSelectedItems","null","list","list,null","207","207","close","https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/jorphan/org/apache/jorphan/gui/JLabeledChoice.java#L207","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/jorphan/org/apache/jorphan/gui/JLabeledChoice.java","","close"
"9645","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.jmeter.timers","org.apache.jmeter.timers.BSFTimer","null","delay","null","mgr","mgr,null","38","38","close","https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/components/org/apache/jmeter/timers/BSFTimer.java#L38","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/components/org/apache/jmeter/timers/BSFTimer.java","","close"
"9656","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.jmeter.protocol.jms.sampler","org.apache.jmeter.protocol.jms.sampler.JMSSampler","null","threadStarted","null","""QueueConnectionFactory expected, but got ""","","321","321","close","https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/JMSSampler.java#L321","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/JMSSampler.java","","open"
"9658","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.jmeter.save","org.apache.jmeter.save.SaveService$XStreamWrapper$1","null","realClass","null","alias","alias,fullName,fullName,null,super,realClass","82","82","close","https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/core/org/apache/jmeter/save/SaveService.java#L82","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/core/org/apache/jmeter/save/SaveService.java","","open"
"9669","jmeter","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","A","last","null","STYLE","org.apache.jmeter.protocol.http.parser","org.apache.jmeter.protocol.http.parser.HtmlParsingUtils","null","isAnchorMatched","null","arguments","arguments,null,query,getArgumentCount","85","85","close","https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/protocol/http/org/apache/jmeter/protocol/http/parser/HtmlParsingUtils.java#L85","https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/protocol/http/org/apache/jmeter/protocol/http/parser/HtmlParsingUtils.java","","close"
"3112","cassandra","NP_NULL_PARAM_DEREF","C","last","null","CORRECTNESS","org.apache.cassandra.gms","org.apache.cassandra.gms.Gossiper","null","unsafeAssassinateEndpoint","null","ApplicationState","ApplicationState,StorageService,computeExpireTime,epState,tokens,STATUS,addApplicationState,instance,left,valueFactory","496","496","close","https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/java/org/apache/cassandra/gms/Gossiper.java#L496","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/gms/Gossiper.java","","unknown"
"3620","cassandra","NP_NULL_PARAM_DEREF","C","last","null","CORRECTNESS","org.apache.cassandra.cql","org.apache.cassandra.cql.CqlParser","null","relation","null","return new Relation(name, (type!=null?type.getText():null), t);","","3495","3495","close","https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/gen-java/org/apache/cassandra/cql/CqlParser.java#L3495","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql/CqlParser.java","","unknown"
"4064","cassandra","NP_NULL_PARAM_DEREF","C","last","null","CORRECTNESS","org.apache.cassandra.cql3","org.apache.cassandra.cql3.CqlParser","null","userOption","null","opts.put((k!=null?k.getText():null), (v!=null?v.getText():null));","","4812","4812","close","https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/gen-java/org/apache/cassandra/cql3/CqlParser.java#L4812","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql3/CqlParser.java","","unknown"
"4118","cassandra","NP_NULL_ON_SOME_PATH","C","last","null","CORRECTNESS","org.apache.cassandra.cql","org.apache.cassandra.cql.CqlParser","null","selectStatement","null","cLevel = ConsistencyLevel.valueOf((K_LEVEL15!=null?K_LEVEL15.getText():null).toUpperCase());","","588","588","close","https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/gen-java/org/apache/cassandra/cql/CqlParser.java#L588","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql/CqlParser.java","","unknown"
"6665","cassandra","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.cassandra.service","org.apache.cassandra.service.StorageService","null","getValidColumnFamilies","null","cfStore","cfStore,null","2270","2270","close","https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/java/org/apache/cassandra/service/StorageService.java#L2270","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/service/StorageService.java","","unknown"
"7482","cassandra","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","C","last","null","STYLE","org.apache.cassandra.io.sstable","org.apache.cassandra.io.sstable.LegacySSTableTest","null","testStreaming","null","LEGACY_SSTABLE_ROOT","LEGACY_SSTABLE_ROOT,listFiles","99","99","close","https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//test/unit/org/apache/cassandra/io/sstable/LegacySSTableTest.java#L99","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/io/sstable/LegacySSTableTest.java","","unknown"
"7845","cassandra","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","C","last","null","STYLE","org.apache.cassandra.cql","org.apache.cassandra.cql.CqlParser","null","alterTableStatement","null","validator = (addValidator!=null?input.toString(addValidator.start,addValidator.stop):null);","","2842","2842","close","https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/gen-java/org/apache/cassandra/cql/CqlParser.java#L2842","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql/CqlParser.java","","unknown"
"9174","cassandra","NP_NULL_ON_SOME_PATH","C","last","null","CORRECTNESS","org.apache.cassandra.cql3","org.apache.cassandra.cql3.CqlParser","null","columnOperation","null","addRecognitionError(""Only expressions of the form X = X "" + ((i!=null?i.getText():null).charAt(0) == '-' ? '-' : '+') + "" <value> are supported."");","","6420","6420","close","https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/gen-java/org/apache/cassandra/cql3/CqlParser.java#L6420","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql3/CqlParser.java","","unknown"
"3926","cassandra","NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE","A","last","null","STYLE","org.apache.cassandra.utils.IntervalTree","org.apache.cassandra.utils.IntervalTree.Interval$1","null","compare","null","","","-2","-2","close","https://github.com/apache/cassandra/tree/7efab48e72247734ae38eabfc61a9ff0a5aa87ec//src/java/org/apache/cassandra/utils/IntervalTree/Interval.java#L-2","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/utils/IntervalTree/Interval.java","","unknown"
"4717","cassandra","NP_NULL_PARAM_DEREF","A","last","null","CORRECTNESS","org.apache.cassandra.cql","org.apache.cassandra.cql.CqlParser","null","dropIndexStatement","null","expr = new DropIndexStatement((index!=null?index.getText():null));","","2763","2763","close","https://github.com/apache/cassandra/tree/7efab48e72247734ae38eabfc61a9ff0a5aa87ec//src/gen-java/org/apache/cassandra/cql/CqlParser.java#L2763","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql/CqlParser.java","","unknown"
"6966","cassandra","NP_NULL_PARAM_DEREF","A","last","null","CORRECTNESS","org.apache.cassandra.thrift","org.apache.cassandra.thrift.CassandraServer","null","execute_cql_query","null","QueryProcessor","QueryProcessor,queryString,state,process","1222","1222","close","https://github.com/apache/cassandra/tree/7efab48e72247734ae38eabfc61a9ff0a5aa87ec//src/java/org/apache/cassandra/thrift/CassandraServer.java#L1222","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/thrift/CassandraServer.java","","unknown"
"8649","cassandra","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","A","last","null","STYLE","org.apache.cassandra.config","org.apache.cassandra.config.DatabaseDescriptor","null","loadSchemas","null","dataPath","dataPath,listFiles","478","478","close","https://github.com/apache/cassandra/tree/7efab48e72247734ae38eabfc61a9ff0a5aa87ec//src/java/org/apache/cassandra/config/DatabaseDescriptor.java#L478","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/config/DatabaseDescriptor.java","","unknown"
"3713","cassandra","NP_NULL_PARAM_DEREF","B","last","null","CORRECTNESS","org.apache.cassandra.cql3","org.apache.cassandra.cql3.CqlParser","null","selectStatement","null","limit = Integer.parseInt((rows!=null?rows.getText():null));","","860","860","close","https://github.com/apache/cassandra/tree/69337a43670f71ae1fc55e23d6a9031230423900//src/gen-java/org/apache/cassandra/cql3/CqlParser.java#L860","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql3/CqlParser.java","","unknown"
"6067","cassandra","NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","B","last","null","STYLE","org.apache.cassandra.io.sstable","org.apache.cassandra.io.sstable.SSTableReaderTest","null","testPersistentStatisticsFromOlderIndexedSSTable","null","rootDir","rootDir,listFiles","234","234","close","https://github.com/apache/cassandra/tree/69337a43670f71ae1fc55e23d6a9031230423900//test/unit/org/apache/cassandra/io/sstable/SSTableReaderTest.java#L234","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//test/unit/org/apache/cassandra/io/sstable/SSTableReaderTest.java","","unknown"
"7553","cassandra","RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE","B","last","null","STYLE","org.apache.cassandra.io.sstable","org.apache.cassandra.io.sstable.AbstractSSTableSimpleWriter$1","null","accept","null","null","null,null,p,p,left","70","70","close","https://github.com/apache/cassandra/tree/69337a43670f71ae1fc55e23d6a9031230423900//src/java/org/apache/cassandra/io/sstable/AbstractSSTableSimpleWriter.java#L70","https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/io/sstable/AbstractSSTableSimpleWriter.java","","unknown"
