F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-GlyphPositioningState,F16-Source,F16-List,F16-PercentBaseContext,F16-PDFArray,F16-Object,F16-NA,F16-AFPResourceLevel,F16-void,F16-int,F16-Character,F16-PDFAction,F16-VolatileImage,F16-Property,F16-boolean,F16-EmbedFontInfo[],F16-String,F16-Integer,F16-Font,F3-NA,F3-PrintRenderer.START_PAGE,F3-Constants.EN_STATIC,F3-Block,F3-Integer,F3-Class,F3-Long,F3-null,F3-byte[],F3-Object,F3-PercentBaseContext,F3-double,F3-String,F3-resolveReference((PDFReferenceExtension)entry),F3-TablePart,F3-Double,F3-int,F3-Float,F3-FontTriplet,F3-cell.getRtfAttributes(),F7--,F7-/,F7-++,F7-%,F7-&,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-InternalResourceResolver,F12-boolean,F12-GlyphMapping,F12-String,F12-FopFactory,F12-InlineLevelLayoutManager,F12-double,F12-List,F12-ObjectBuiltListener,F12-Character,F12-Log,F12-Set,F12-Paint,F17-static,F17-final,F17-NA,F2-Document,F2-NA,F2-Map<String Float>,F2-Integer,F2-Set,F2-StringBuffer,F2-List<Double>,F2-Math,F2-Map<Integer Integer>,F2-Map<Integer Map<Integer Integer>>,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-FontInfo,F2-BufferedReader,F2-System,F2-List,F2-OutputStream,F2-File,F6-org.apache.fop.pdf.PDFDictionary,F6-org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTextrun.RtfCloseGroupMark,F6-NA,F6-java.lang.Long,F6-org.apache.fop.fo.StaticPropertyList,F6-java.util.HashSet,F6-java.lang.Float,F6-java.io.ObjectOutputStream,F6-java.lang.Integer,F6-java.lang.Character,F6-java.lang.Byte,F6-java.net.URLClassLoader,F6-java.io.File,F6-org.apache.fop.layoutmgr.inline.LineArea,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.fop.fonts.truetype.CFFDataInput,F6-org.apache.fop.layoutmgr.table.ActiveCell,F6-java.lang.Double,F6-javax.xml.transform.dom.DOMSource,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-NA,F1-add,F1-getInternalFontKey,F1-setCurrentColumnRowSpanning,F1-readLine,F1-next,F1-write,F1-get,F1-toLowerCase,F1-equals,F1-append,F1-compareTo,F1-getValue,F1-charAt,F1-writeOneAttribute,F1-put,F1-addBlock,F1-toString,F1-getPosition,F1-mkdirs,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-KnuthNode,F5-java.security.SecureClassLoader,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-SVGContext,F5-java.io.OutputStream,F5-RtfElement,F5-java.util.AbstractSet,F5-Property,F5-java.util.HashMap,F9-country,F9-data,F9-footnoteElementIndex,F9-trailerSegment,F9-values,F9-currentFontName,F9-modDate,F9-cropValues,F9-oldFDIndex,F9-currentKeepContext,F9-alternatesIndex,F9-defaultResourceLevels,F9-fo,F9-NA,F9-componentId,F9-firstTrailingWhiteSpace,F9-red,F9-breaker,F9-oid,F9-adjustments,F10-NA,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-InputStream,F4-File[],F4-Process,F4-long,F4-StringBuffer,F4-Rectangle,F4-RendererContext,F4-char,F4-Object,F4-Float,F4-void,F4-double,F4-String,F4-int,F4-Map<Integer Integer>,F4-Text,F8-FOCharIterator,F8-PageSequence,F8-PDFTextUtil,F8-GlyphSubstitutionState,F8-PDFFunction,F8-PDFLink,F8-ImageContent,F8-AreaInfo,F8-PFBData,F8-PDFColor,F8-PageBreakingAlgorithm,F8-CustomFont,F8-PendingInline,F8-ObjectType,F8-FDIndexReference,F8-NA,F8-Java2DFontMetrics,F8-RtfExternalGraphic,F8-MultiByteFont,F8-KnuthPageNode,F11-obListener,F11-GSTATE_LINE_CAP,F11-lineAlignment,F11-DEFAULT_SPACE_WIDTH,F11-NA,F11-log,F11-demerits,F11-dpi,F11-labelFirstIndex,F11-filtered,F11-GSTATE_LINE_WIDTH,F11-currentCode,F11-factory,F11-paint,F11-breakPositions,F11-unitsPerEm,F11-resourceResolver,F11-serialVersionUID,F11-lineCount,F11-inlineLM,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-spepping@apache.org,F71-keiron@apache.org,F71-pherweg@apache.org,F71-adelmelle@apache.org,F71-mehdi@apache.org,F71-acumiskey@apache.org,F71-phancock@apache.org,F71-jeremias@apache.org,F71-ssteiner@apache.org,F71-gadams@apache.org,F71-rmeyer@apache.org,F71-maxberger@apache.org,F71-manuel@apache.org,F71-bckfnn@apache.org,F71-cbowditch@apache.org,F71-lfurini@apache.org,F71-gmazza@apache.org,F71-vhennebert@apache.org,F71-lbernardo@apache.org,F71-vmote@apache.org,F74,F73,F84,F146,category
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,15,64,1645,2,12,117,2,13,0.49833333333333335,1363,193,0.14159941305942772,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,9,552,1068,914,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,16,64,1645,2,0,117,2,13,0.75,1363,193,0.14159941305942772,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,108,5080,4080,5442,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,16,64,1645,2,12,117,2,13,0.39222222222222225,1363,193,0.14159941305942772,0.375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,120,5196,4146,5558,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,25,64,1645,2,0,117,4,13,0.42833333333333334,1363,193,0.14159941305942772,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,120,5196,4146,5558,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,53,64,1645,2,0,117,10,13,0.4488888888888889,1363,193,0.14159941305942772,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.017766497461928935,0.014382402707275803,0.001692047377326565,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,120,5196,4146,5558,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,16,64,1645,2,0,117,2,13,0.7383333333333333,1363,193,0.14159941305942772,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,108,5080,4080,5442,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,46,64,1645,2,0,117,5,13,0.5336111111111111,1363,193,0.14159941305942772,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,51,3236,3315,3598,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,17,64,1645,2,0,117,2,13,0.555,1363,193,0.14159941305942772,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,115,5158,4131,5520,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,17,64,1645,2,12,117,2,13,0.38333333333333336,1363,193,0.14159941305942772,0.4117647058823529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,120,5196,4146,5558,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,21,64,1645,2,0,117,3,13,0.4116666666666667,1363,193,0.14159941305942772,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-0.9090909090909091,-1.0,120,5196,4146,5558,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,9,64,1645,2,12,117,1,13,0.105,1363,193,0.14159941305942772,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,I18N,0.02100840336134454,DM_DEFAULT_ENCODING,19,1,1,0.017766497461928935,0.014382402707275803,8.460236886632825E-4,-1.0,0.1,0.045000000000000005,0.04081632653061224,7.383828166835248E-4,-0.8,0.0,0.0019138755980861245,7.383828166835248E-4,-0.9090909090909091,-1.0,120,5196,4146,5558,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,17,64,1645,2,12,117,2,13,0.3283333333333333,1363,193,0.14159941305942772,0.47058823529411764,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,PERFORMANCE,0.022058823529411766,DM_FP_NUMBER_CTOR,20,3,2,0.017766497461928935,0.014382402707275803,0.001692047377326565,-1.0,0.08333333333333333,0.005092592592592592,0.14285714285714285,0.6890445007948919,-0.8333333333333334,0.0,0.02966507177033493,0.6890445007948919,-0.9090909090909091,-1.0,24,1734,2415,2096,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,428,264,66,426,close
644,org/apache/fop/render/rtf,org/apache/fop/render/rtf/RTFHandler.java,674,true,212,64,1645,2,0,117,37,13,0.4765277777777778,1363,193,0.14159941305942772,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,PERFORMANCE,0.09663865546218488,DM_NUMBER_CTOR,18,2,2,0.017766497461928935,0.014382402707275803,0.001692047377326565,-1.0,0.031914893617021274,0.0020597555454956993,0.14285714285714285,0.6890445007948919,-0.9361702127659575,0.0,0.02966507177033493,0.6890445007948919,-0.9090909090909091,-1.0,55,3278,3333,3640,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,68,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,428,264,66,426,close
