F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-def,F16-T,F16-Tuple1,F16-Boolean,F16-NA,F16-Either<L R>,F16-void,F16-byte[],F16-int,F16-Tuple2,F16-Tuple3,F16-TypeInformation[],F16-boolean,F16-Double,F16-String,F16-K,F16-Long,F16-ShortSummaryAggregator,F16-Edge,F16-DoubleValue,F3-NA,F3-getUserCodeClassloader(),F3-Class,F3-ExecutionJobVertex,F3-IntermediateDataSetID,F3-byte,F3-Tuple2,F3-byte[],F3-Tuple1,F3-boolean,F3-char,F3-double,F3-String,F3-T,F3-long,F3-Vertex,F3-Double,F3-Values,F3-int,F3-BooleanValue,F7--,F7-^,F7--=,F7-|=,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Logger,F12-var,F12-String,F12-Vertex,F12-Tuple3,F12-Tuple2,F12-double,F12-Tuple4,F12-byte,F12-val,F12-Edge,F12-ByteValue,F12-LongValue,F12-FieldSet,F12-PreparedStatement,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-ChainedReduceCombineDriver<T>,F2-NA,F2-Runtime,F2-ArrayList<Class<? extends Comparable<?>>>,F2-Integer,F2-Math,F2-Object,F2-String,F2-Comparable<T>,F2-AccessibleObject,F2-Timestamp,F2-Double,F2-Configuration,F2-ParameterTool,F2-OutputStream,F2-Set<String>,F2-Calendar,F2-File,F2-TypeExtractor,F6-org.apache.flink.graph.Tuple2,F6-java.util.Random,F6-java.io.BufferedWriter,F6-NA,F6-java.io.FileWriter,F6-org.apache.flink.graph.generator.LongValue,F6-org.apache.flink.graph.library.clustering.undirected.Tuple2,F6-org.apache.flink.graph.library.clustering.directed.ByteValue,F6-org.apache.flink.graph.validation.Tuple1,F6-java.io.PrintWriter,F6-org.apache.flink.graph.library.clustering.directed.LongValue,F6-java.io.File,F6-java.lang.String,F6-org.apache.flink.graph.asm.degree.annotate.directed.Tuple3,F6-org.apache.flink.graph.library.similarity.Tuple4,F6-java.lang.Double,F6-java.util.ArrayList<org.apache.flink.graph.examples.data.Vertex>,F6-org.apache.flink.api.common.operators.util.FieldSet,F6-org.apache.flink.graph.library.link_analysis.Tuple2,F6-org.apache.flink.storm.split.operators.Values,F13-private,F13-NA,F13-public,F13-protected,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-hasNext,F1-delete,F1-NA,F1-add,F1-getClass,F1-checkNotNull,F1-compare,F1-write,F1-emit,F1-equals,F1-collect,F1-compareTo,F1-getValue,F1-getLogger,F1-put,F1-valueOf,F1-getState,F1-addAll,F1-getTimeInMillis,F1-getBitmask,F5-java.util.AbstractMap,F5-java.lang.ref.Reference,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-TypeExtractor,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.security.SecureClassLoader,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.io.Reader,F5-java.lang.RuntimeException,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.util.AbstractSet,F5-java.text.DateFormat,F9-id,F9-seed,F9-cpuCost,F9-fraction,F9-max,F9-function,F9-diskCost,F9-timestamp,F9-indices,F9-ordering,F9-reference,F9-min,F9-NA,F9-collector,F9-producer,F9-typeInformation,F9-value,F9-partitions,F9-x,F9-y,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-String[],F4-JarEntry,F4-boolean,F4-File[],F4-long,F4-Process,F4-byte[],F4-void,F4-FileSystem,F4-double,F4-List,F4-int,F4-String,F4-Class,F4-AtomicReferenceFieldUpdater,F8-Point,F8-Ordering,F8-CommonRangeBoundaries<T>,F8-LossyCounting,F8-TupleComparatorBase<T>,F8-GenericTypeComparator<T>,F8-ResultPartitionDeploymentDescriptor,F8-PartialInputChannelDeploymentDescriptor,F8-IntermediateResultPartition,F8-GlobalProperties,F8-SampleWithFraction<T>,F8-IntermediateResult,F8-SampleInCoordinator<T>,F8-Costs,F8-PartialOrderPriorityQueue<T>,F8-ExecutionEdge,F8-JobStatusMessage,F8-NA,F8-SampleInPartition<T>,F8-CountMinHeavyHitter,F11-function,F11-vertexCount,F11-LOG,F11-EMPTY_SET,F11-NA,F11-max,F11-aggregates,F11-outEdge,F11-reverse,F11-frequencyError,F11-vertex,F11-edge,F11-min,F11-lowerBound,F11-fieldPosition,F11-serialVersionUID,F11-forward,F11-output,F11-zero,F11-sum,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-twalthr@apache.org,F71-gyfora@apache.org,F71-sachingoel0101@gmail.com,F71-aljoscha.krettek@gmail.com,F71-chesnay@apache.org,F71-sewen@apache.org,F71-vasilikikalavri@gmail.com,F71-fhueske@apache.org,F71-mxm@apache.org,F71-vasia@apache.org,F71-lungu.andra@gmail.com,F71-code@greghogan.com,F71-kkloudas@gmail.com,F71-stefano@baghino.me,F71-rmetzger@apache.org,F71-tvas@sics.se,F71-uce@apache.org,F71-balijanosdaniel@gmail.com,F71-henry.yijieshen@gmail.com,F71-trohrmann@apache.org,F74,F73,F84,F146,category
17763,org/apache/flink/streaming/runtime/partitioner,org/apache/flink/streaming/runtime/partitioner/ForwardPartitioner.java,333,true,3,3,151,1,0,27,1,9,0.7708333333333334,20,21,1.05,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0024744819053510673,3.093102381688834E-4,3.093102381688834E-4,0.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.8947368421052632,0.0,3,1750,333,17763,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,848,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16804,24534,448,16438,close
18450,org/apache/flink/streaming/runtime/partitioner,org/apache/flink/streaming/runtime/partitioner/GlobalPartitioner.java,461,true,3,3,151,1,0,27,1,9,0.76,22,21,0.9545454545454546,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0024744819053510673,3.093102381688834E-4,3.093102381688834E-4,1.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.8947368421052632,1.0,4,2437,461,18450,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,848,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16804,24534,448,16438,close
17763,org/apache/flink/streaming/runtime/partitioner,org/apache/flink/streaming/runtime/partitioner/HashPartitioner.java,333,true,11,4,151,1,0,27,1,9,0.8181818181818182,35,22,0.6285714285714286,1.0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0024744819053510673,3.093102381688834E-4,3.093102381688834E-4,0.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.8947368421052632,0.0,5,1750,333,17763,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,448,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16438,24534,448,16438,close
16804,org/apache/flink/streaming/runtime/partitioner,org/apache/flink/streaming/runtime/partitioner/RebalancePartitioner.java,160,true,4,3,151,1,0,27,1,9,0.7843137254901961,22,22,1.0,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0024744819053510673,3.093102381688834E-4,3.093102381688834E-4,1.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.8947368421052632,1.0,5,2136,411,18149,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,848,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16804,24534,448,16438,close
16804,org/apache/flink/streaming/runtime/partitioner,org/apache/flink/streaming/runtime/partitioner/RescalePartitioner.java,160,true,4,3,151,1,0,27,1,9,0.835820895522388,22,38,1.7272727272727273,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0024744819053510673,3.093102381688834E-4,3.093102381688834E-4,0.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.8947368421052632,0.0,1,847,163,16860,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,848,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16804,24534,448,16438,close
16804,org/apache/flink/streaming/runtime/partitioner,org/apache/flink/streaming/runtime/partitioner/ShufflePartitioner.java,160,true,4,3,151,1,0,27,1,9,0.7894736842105263,25,23,0.92,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0024744819053510673,3.093102381688834E-4,3.093102381688834E-4,1.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.8947368421052632,1.0,4,2437,461,18450,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,848,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16804,24534,448,16438,close
16888,org/apache/flink/streaming/runtime/tasks,org/apache/flink/streaming/runtime/tasks/OperatorChain.java,165,true,3,10,349,5,0,103,1,28,0.3294930875576037,286,74,0.25874125874125875,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0021651716671821837,6.186204763377668E-4,3.093102381688834E-4,0.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.2,0.0,11,1398,282,17411,460,0.08719179409814014,45,56,404,561,0.02699468714587515,0,0,0,0,8,0,43,0.0,51,148,0,24,35,35,207,124,0.009110358342275984,192,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16210,24534,17,16013,close
16888,org/apache/flink/streaming/runtime/tasks,org/apache/flink/streaming/runtime/tasks/OperatorChain.java,165,true,3,10,349,5,0,103,1,28,0.32027649769585254,286,74,0.25874125874125875,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0021651716671821837,6.186204763377668E-4,3.093102381688834E-4,0.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.2,0.0,11,1398,282,17411,460,0.08719179409814014,45,56,404,561,0.02699468714587515,0,0,0,0,8,0,43,0.0,51,148,0,24,35,35,207,124,0.009110358342275984,192,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16210,24534,17,16013,open
18450,org/apache/flink/streaming/runtime/tasks,org/apache/flink/streaming/runtime/tasks/StreamIterationTail.java,461,true,0,1,349,4,0,103,1,28,0.8793103448275862,74,17,0.22972972972972974,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,BAD_PRACTICE,0.008135593220338983,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.0021651716671821837,3.093102381688834E-4,3.093102381688834E-4,0.0,0.25,0.00436046511627907,0.27146814404432135,0.7212560896656077,-0.5,0.0,0.08226997985224983,0.7212560896656077,0.2,0.0,7,1914,369,17927,460,0.01276595744680851,45,56,404,561,0.02699468714587515,0,0,0,0,2,0,20,0.0,30,148,8,24,35,18,207,124,0.009110358342275984,192,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16210,24534,17,16013,open
17370,org/apache/flink/streaming/runtime/tasks,org/apache/flink/streaming/runtime/tasks/StreamTask.java,276,true,42,34,349,5,0,103,9,28,0.7762711864406779,536,220,0.41044776119402987,1.0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,I18N,0.009152542372881356,DM_CONVERT_CASE,20,3,1,0.0021651716671821837,3.093102381688834E-4,3.093102381688834E-4,0.0,0.46153846153846156,0.1242603550295858,0.47186147186147187,1.4444715428167493E-5,-0.038461538461538464,0.0,0.018300873069173943,1.4444715428167493E-5,0.2,0.0,34,1398,282,17411,460,0.09844708987581224,45,56,404,561,0.02699468714587515,72,23,35,130,44,49,153,0.09992313604919292,234,148,37,24,35,109,207,124,0.009110358342275984,17,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,16013,11983,17,16013,close
17411,org/apache/flink/streaming/runtime/tasks,org/apache/flink/streaming/runtime/tasks/StreamTaskState.java,282,true,3,9,349,1,0,103,1,28,0.4756756756756757,116,42,0.3620689655172414,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.0030508474576271187,NS_NON_SHORT_CIRCUIT,20,3,1,0.0021651716671821837,3.093102381688834E-4,3.093102381688834E-4,0.0,0.125,0.0028782894736842104,0.3137911781127862,0.3605718930913806,-0.75,0.0,0.09435862995298858,0.3605718930913806,0.2,0.0,7,1387,282,17400,460,0.03965392934390771,45,56,404,561,0.02699468714587515,54,1,0,55,1,53,54,0.03965392934390771,55,148,0,24,35,53,207,124,0.009110358342275984,17,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16013,24534,17,16013,close
16888,org/apache/flink/streaming/runtime/tasks,org/apache/flink/streaming/runtime/tasks/StreamTaskStateList.java,165,true,3,6,349,1,0,103,1,28,0.44715447154471544,82,22,0.2682926829268293,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.0021651716671821837,6.186204763377668E-4,3.093102381688834E-4,0.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,0.2,0.0,7,1398,282,17411,460,0.015299026425591099,45,56,404,561,0.02699468714587515,22,0,0,22,0,22,22,0.015299026425591099,22,148,0,24,35,22,207,124,0.009110358342275984,17,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16013,24534,17,16013,close
