F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-List<SlaveRestarter>,F16-T,F16-Graph,F16-V,F16-ServletOutputStream,F16-Object,F16-NA,F16-void,F16-List<Executor>,F16-Mapping,F16-int,F16-Session,F16-boolean,F16-String,F16-SearchIndex,F16-Long,F16-Void,F16-ConsoleAnnotator,F16-FilePath,F16-Locale,F3-NA,F3-Class,F3-Integer,F3-Jenkins,F3-ANTLRHashString,F3-File,F3-InputStream,F3-Permission,F3-byte[],F3-null,F3-TaskListener,F3-h.servletContext,F3-Object[],F3-String,F3-text.length(),F3-long,F3-int,F3-INFO,F3-OSProcess,F3-Level,F7--,F7-/,F7-++,F7-%,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-FileItem,F12-NA,F12-Map<String Node>,F12-EnvVars,F12-boolean,F12-Map<AbstractProject List<DependencyGroup>>,F12-Logger,F12-Platform,F12-String,F12-List<String>,F12-Collator,F12-double,F12-LinkedHashMap<Artifact String>,F12-Channel,F12-RememberMeServices,F12-MultiStageTimeSeries,F12-Authentication,F12-FilePathFilter,F17-abstract,F17-final,F17-static,F17-NA,F2-Class,F2-TokenBasedRememberMeServices2,F2-Thread,F2-FileOutputStream,F2-NA,F2-Map<Integer OSProcess>,F2-OSProcess,F2-Integer,F2-FilePath,F2-String,F2-CLIConnectionFactory,F2-CountDownLatch,F2-Logger,F2-System,F2-ExtensionComponent<T>,F2-ThreadInfo,F2-ArrayList<Edge>,F2-AdminWhitelistRule,F2-Calendar,F2-File,F6-hudson.model.Run<JobT RunT>.Artifact,F6-java.io.RandomAccessFile,F6-NA,F6-java.util.HashMap<hudson.model.AbstractProject java.util.List<hudson.model.DependencyGraph.DependencyGroup>>,F6-java.io.PrintWriter,F6-java.io.PrintStream,F6-hudson.util.XStream2,F6-hudson.cli.Connection,F6-hudson.util.CyclicGraphDetectorTest.Edge,F6-hudson.scheduler.CronTab,F6-java.util.ArrayList<java.lang.String>,F6-java.io.File,F6-java.lang.String,F6-java.util.jar.JarFile,F6-java.util.TreeMap<java.lang.String java.lang.Integer>,F6-jenkins.model.ContextMenu,F6-hudson.scheduler.ANTLRHashString,F6-java.io.BufferedReader,F6-java.io.IOException,F6-hudson.model.RunMap,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-addMarkup,F1-delete,F1-NA,F1-add,F1-close,F1-getInstance,F1-contains,F1-get,F1-toLowerCase,F1-isDirectory,F1-addWithoutSaving,F1-put,F1-currentTimeMillis,F1-createTempFile,F1-log,F1-getName,F1-call,F1-hasPermission,F1-length,F1-getFileSystemByMountPoint,F5-java.util.AbstractMap,F5-Answer,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-PingThread,F5-MasterToSlaveCallable,F5-RobustReflectionConverter,F5-hudson.util.ProcessTree$OSProcess,F5-java.io.FilterOutputStream,F5-hudson.util.ProcessTree$UnixProcess,F5-java.util.AbstractList,F5-java.io.Reader,F5-java.lang.RuntimeException,F5-hudson.Launcher,F5-hudson.FilePath$SecureFileCallable,F5-java.lang.Exception,F5-java.util.AbstractSet,F5-Run,F5-java.util.zip.DeflaterOutputStream,F9-collator,F9-artifacts,F9-mask,F9-encoding,F9-src,F9-html,F9-executors,F9-md5sum,F9-proxy,F9-f,F9-fileName,F9-root,F9-args,F9-NA,F9-caption,F9-pid,F9-list,F9-length,F9-delegate,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-A,F4-File[],F4-long,F4-CLIConnectionFactory,F4-Object,F4-File,F4-void,F4-double,F4-StringBuilder,F4-T,F4-String,F4-int,F4-PublicKey,F4-Thread,F4-OSProcess,F4-RunT,F4-Class,F8-Eureka,F8-ArtifactArchiver,F8-HyperlinkNote,F8-SerializedProcess,F8-Edge,F8-Aggregator,F8-RemoteProcess,F8-SequentialExecutionQueue,F8-ArgumentListBuilder,F8-ExpandableDetailsNote,F8-Record,F8-BuildListenerAdapter,F8-FileComparator,F8-FileVF,F8-NA,F11-envp,F11-backward,F11-transportAuth,F11-originalFileName,F11-APP,F11-defaultValue,F11-dst,F11-envVars,F11-NA,F11-hasMoreResults,F11-file,F11-args,F11-channel,F11-map,F11-used,F11-serialVersionUID,F11-platform,F11-relativePath,F11-value,F11-arguments,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jglick@cloudbees.com,F71-stephenconnolly@71c3de6d-444a-0410-be80-ed276b4c234a,F71-mindless@71c3de6d-444a-0410-be80-ed276b4c234a,F71-kutzi@gmx.de,F71-stephen.alan.connolly@gmail.com,F71-huybrechts@71c3de6d-444a-0410-be80-ed276b4c234a,F71-dhoover@google.com,F71-ryan.campbell@gmail.com,F71-jglick@71c3de6d-444a-0410-be80-ed276b4c234a,F71-ogondza@redhat.com,F71-domi@fortysix.ch,F71-schristou88@gmail.com,F71-nicolas.deloof@gmail.com,F71-o.v.nenashev@gmail.com,F71-s.sogabe@gmail.com,F71-sogabe@71c3de6d-444a-0410-be80-ed276b4c234a,F71-daniel-beck@github.com,F71-kohsuke@71c3de6d-444a-0410-be80-ed276b4c234a,F71-kk@kohsuke.org,F71-nigel.magnay@gmail.com,F74,F73,F84,F146,category
17659,hudson/util,hudson/util/ReflectionUtils.java,1968,true,0,4,8033,4,7,941,1,375,0.2146118721461187,129,64,0.49612403100775193,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,1,BAD_PRACTICE,0.001098901098901099,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,14,1,0,0.12181069958847737,8.230452674897119E-4,0.0,0.0,0.0,0.0,0.06439393939393939,0.017099028674106512,-1.0,0.0,0.01335428122545169,0.017099028674106512,-0.9738562091503268,-1.0,6,10747,1968,17659,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,7241,25951,2713,2835,open
15112,hudson/util,hudson/util/RemotingDiagnostics.java,1526,true,0,5,8033,6,0,941,1,375,0.75,142,46,0.323943661971831,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,1,BAD_PRACTICE,0.08461538461538462,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.12181069958847737,8.230452674897119E-4,8.230452674897119E-4,-1.0,0.12658227848101267,0.004606633552315334,0.06439393939393939,0.017099028674106512,-0.7468354430379747,0.0,0.01335428122545169,0.017099028674106512,-0.9738562091503268,-1.0,11,9345,1660,16257,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7120,25951,2713,2835,open
20212,hudson/util,hudson/util/RingBufferLogHandler.java,2367,true,10,7,8033,2,8,941,3,375,0.6483516483516484,44,36,0.8181818181818182,0.8333333333333334,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,1,MT_CORRECTNESS,0.0032967032967032967,VO_VOLATILE_INCREMENT,14,2,1,0.12181069958847737,8.230452674897119E-4,8.230452674897119E-4,-1.0,0.0,0.0,0.10344827586206896,0.010246939097800238,-1.0,0.0,0.002356637863315004,0.010246939097800238,-0.9738562091503268,-1.0,5,19039,3191,25951,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8834,25951,2713,2835,open
24633,hudson/util,hudson/util/RobustReflectionConverter.java,3018,true,0,17,8033,6,20,941,1,375,0.35044642857142855,353,49,0.1388101983002833,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,1,BAD_PRACTICE,0.05274725274725275,SE_NO_SERIALVERSIONID,19,3,0,0.12181069958847737,8.230452674897119E-4,0.0,0.0,0.0,0.0,0.06439393939393939,0.017099028674106512,-1.0,0.0,0.01335428122545169,0.017099028674106512,-0.9738562091503268,-1.0,27,17721,3018,24633,183,0.043478260869565216,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,3,0.0,4,0,1,0,0,3,0,0,0.0,239,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6902,25951,2713,2835,open
25951,hudson/util,hudson/util/RunList.java,3191,true,0,26,8033,13,0,941,1,375,0.7521865889212828,214,95,0.4439252336448598,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,1,STYLE,0.08461538461538462,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.12181069958847737,8.230452674897119E-4,8.230452674897119E-4,-1.0,0.05295315682281059,0.0019288123078965162,0.04447632711621234,0.03326825780051753,-0.8940936863543788,0.0,0.024351924587588374,0.03326825780051753,-0.9738562091503268,-1.0,15,3968,801,10880,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,377,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7058,25951,2713,2835,open
11656,hudson/util,hudson/util/SecretRewriter.java,940,true,50,8,8033,1,20,941,10,375,0.39461883408071746,165,35,0.21212121212121213,0.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,2,BAD_PRACTICE,0.01098901098901099,OS_OPEN_STREAM,16,2,2,0.12181069958847737,0.0016460905349794238,0.0016460905349794238,-1.0,0.0,0.0,0.06439393939393939,0.017099028674106512,-1.0,0.0,0.01335428122545169,0.017099028674106512,-0.9738562091503268,-1.0,2,4744,940,11656,183,0.13043478260869565,5,40,143,228,0.019209403516415615,0,0,0,0,1,0,2,0.0,3,0,0,0,0,1,0,0,0.0,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6842,25951,2713,2835,open
11656,hudson/util,hudson/util/SecretRewriter.java,940,true,50,8,8033,1,20,941,10,375,0.547085201793722,165,35,0.21212121212121213,0.82,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,2,BAD_PRACTICE,0.08461538461538462,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.12181069958847737,0.0016460905349794238,0.0016460905349794238,-1.0,0.12658227848101267,0.004606633552315334,0.06439393939393939,0.017099028674106512,-0.7468354430379747,0.0,0.01335428122545169,0.017099028674106512,-0.9738562091503268,-1.0,2,4744,940,11656,183,0.13043478260869565,5,40,143,228,0.019209403516415615,0,0,0,0,1,0,2,0.0,3,0,0,0,0,1,0,0,0.0,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6842,25951,2713,2835,close
18896,hudson/util,hudson/util/SequentialExecutionQueue.java,2193,true,0,6,8033,3,7,941,1,375,0.5038167938931297,78,39,0.5,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,2,MT_CORRECTNESS,0.01868131868131868,IS2_INCONSISTENT_SYNC,17,2,0,0.12181069958847737,0.0016460905349794238,0.0,0.0,0.1875,0.01904296875,0.10344827586206896,0.010246939097800238,-0.625,0.0,0.002356637863315004,0.010246939097800238,-0.9738562091503268,-1.0,1,11984,2193,18896,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,11849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18479,25951,2713,2835,open
18896,hudson/util,hudson/util/SequentialExecutionQueue.java,2193,true,0,6,8033,3,0,941,1,375,0.8320610687022901,78,39,0.5,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,2,BAD_PRACTICE,0.08461538461538462,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,19,3,1,0.12181069958847737,0.0016460905349794238,8.230452674897119E-4,-1.0,0.12658227848101267,0.004606633552315334,0.06439393939393939,0.017099028674106512,-0.7468354430379747,0.0,0.01335428122545169,0.017099028674106512,-0.9738562091503268,-1.0,1,11984,2193,18896,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,11849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18479,25951,2713,2835,open
25951,hudson/util,hudson/util/StreamTaskListener.java,3191,true,10,20,8033,1,0,941,3,375,0.40932642487046633,113,54,0.4778761061946903,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,4,I18N,0.07582417582417582,DM_DEFAULT_ENCODING,19,1,1,0.12181069958847737,0.0032921810699588477,8.230452674897119E-4,-1.0,0.08064516129032258,0.037070759625390214,0.07575757575757576,7.203873471255933E-4,-0.8387096774193549,0.0,0.003927729772191673,7.203873471255933E-4,-0.9738562091503268,-1.0,3,10672,1954,17584,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7058,25951,2713,2835,open
25951,hudson/util,hudson/util/StreamTaskListener.java,3191,true,5,20,8033,1,0,941,2,375,0.9481865284974094,113,54,0.4778761061946903,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,4,I18N,0.07582417582417582,DM_DEFAULT_ENCODING,19,1,1,0.12181069958847737,0.0032921810699588477,8.230452674897119E-4,-1.0,0.08064516129032258,0.037070759625390214,0.07575757575757576,7.203873471255933E-4,-0.8387096774193549,0.0,0.003927729772191673,7.203873471255933E-4,-0.9738562091503268,-1.0,5,10821,1977,17733,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7058,25951,2713,2835,close
25951,hudson/util,hudson/util/StreamTaskListener.java,3191,true,0,20,8033,1,5,941,1,375,0.35751295336787564,113,54,0.4778761061946903,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,4,STYLE,0.005494505494505495,RI_REDUNDANT_INTERFACES,20,3,0,0.12181069958847737,0.0032921810699588477,0.0,0.0,0.0,0.0,0.04447632711621234,0.03326825780051753,-1.0,0.0,0.024351924587588374,0.03326825780051753,-0.9738562091503268,-1.0,16,19039,3191,25951,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7058,25951,2713,2835,open
16768,hudson/util,hudson/util/SubClassGeneratorTest.java,1751,true,10,1,8033,2,8,941,1,375,0.7931034482758621,24,26,1.0833333333333333,0.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,1,MALICIOUS_CODE,0.006593406593406593,DP_CREATE_CLASSLOADER_INSIDE_DO_PRIVILEGED,18,2,1,0.12181069958847737,8.230452674897119E-4,8.230452674897119E-4,0.0,0.0,0.0,0.078125,0.11247121551890432,-1.0,0.0,0.003927729772191673,0.11247121551890432,-0.9738562091503268,-1.0,1,9856,1751,16768,183,0.0,5,40,143,228,0.019209403516415615,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7611,25951,2713,2835,open
