F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Iterator<Entry<K V>>,F16-    },F16-long,F16-    if (ioFuture.getStatus() == IoFuture.Status.FAILED) {,F16-StreamSinkConduit,F16-Object,F16-NA,F16-ClassLoader,F16-ConnectedSslStreamChannel,F16-void,F16-int,F16-  @Override public void notify(  IoFuture<? extends StreamConnection> ioFuture   Object attachment){,F16-boolean,F16-Cancellable,F16-HttpHandler,F16-String,F16-Endpoint,F16-Void,F16-Servlet,F16-ServletSecurityInfo,F3-ClassLoader,F3-NA,F3-Map<String String>,F3-Class,F3-Integer,F3-Pooled,F3-HeaderMap,F3-StreamConnection,F3-HttpServerExchange,F3-null,F3-ConnectedSslStreamChannel,F3-Pooled[],F3-String,F3-int,F3-ByteBuffer,F3-this.exchange.getRequestScheme(),F3-ioFuture.getException(),F3-HttpHandler,F3-HttpClientConnection,F3-ClientConnection,F7-void,F7-|,F7--,F7---,F7-|=,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-Balancer,F12-List<LoadBalancer>,F12-WebSocketMessages_$bundle,F12-AtomicReferenceFieldUpdater<PortableConcurrentDirectDeque Node>,F12-List<Context>,F12-HeaderMap,F12-byte[],F12-String,F12-Context,F12-ServletRequest,F12-UndertowMessages_$bundle,F12-List<HttpMethodSecurityInfo>,F12-ByteBuffer[],F12-ServletResponse,F12-UndertowClientMessages_$bundle,F12-Node,F12-List<Node>,F17-final,F17-static-final,F17-NA,F2-ServletRegistrationImpl,F2-StringBuilder,F2-ThreadLocal<LinkedList<Runnable>>,F2-QValueParser,F2-Thread,F2-SecureHashMap<K V>,F2-NA,F2-Map<String String>,F2-DeploymentInfo,F2-Integer,F2-Set,F2-List<String>,F2-Buffer,F2-Math,F2-Collection<String>,F2-String,F2-Http2TestRunner,F2-Boolean,F2-SslConduit,F2-RequestData,F6-java.io.ByteArrayOutputStream,F6-java.lang.InstantiationException,F6-io.undertow.util.SecureHashMap<K V>.EntryIterator,F6-NA,F6-io.undertow.websockets.jsr.CloseReason,F6-io.undertow.client.http2.ClientResponse,F6-io.undertow.server.handlers.encoding.GzipStreamSinkConduit,F6-io.undertow.server.protocol.http2.HttpServerExchange,F6-io.undertow.servlet.handlers.PersistentSession,F6-java.net.URI,F6-io.undertow.server.handlers.encoding.GzipEncodingProvider,F6-io.undertow.server.protocol.framed.ReferenceCountedPooled,F6-io.undertow.UndertowMessages_$bundle,F6-io.undertow.client.http.HttpClientConnection,F6-io.undertow.websockets.core.WebSocketMessages_$bundle,F6-io.undertow.server.handlers.encoding.DeflatingStreamSinkConduit,F6-java.text.SimpleDateFormat,F6-io.undertow.protocols.ssl.AssembledConnectedSslStreamChannel,F6-io.undertow.server.handlers.builder.SetAttributeHandler,F6-io.undertow.websockets.jsr.JsrWebSocketMessages_$bundle,F13-private,F13-NA,F13-public,F13-protected,F18-addNotifier,F18-private,F18-NA,F18-public,F14-static-final,F14-static-final-static-final,F14-NA,F14-final,F1-failed,F1-getStatus,F1-setResult,F1-safeClose,F1-NA,F1-add,F1-entrySet,F1-suspendWrites,F1-hasRemaining,F1-clearHeader,F1-get,F1-append,F1-put,F1-allocate,F1-match,F1-allocateAll,F1-toString,F1-addAll,F1-terminateRequest,F1-terminateResponse,F5-java.lang.Object,F5-NA,F5-java.lang.ReflectiveOperationException,F5-HttpHandler,F5-ClientCallback,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-buffers,F9-expires,F9-context,F9-account,F9-config,F9-timeout,F9-cookies,F9-mechanism,F9-readData,F9-buffer,F9-multipartConfig,F9-NA,F9-exchange,F9-channel,F9-length,F10-NA,F10-true,F10-public,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-ClassLoader,F4-DeploymentInfo,F4-SSLContext,F4-LinkedList<Runnable>,F4-char,F4-byte[],F4-void,F4-List,F4-StringBuilder,F4-EmptyRoleSemantic,F4-Long,F4-String,F4-int,F4-QValueResult,F4-AtomicReferenceFieldUpdater,F8-ManagedServlet,F8-AsyncContextImpl,F8-HttpServletRequestImpl,F8-AsyncSenderImpl,F8-SpdyServerConnection,F8-RequestBodyChunk,F8-ClientNegotiation,F8-Http2ServerConnection,F8-AbstractFramedChannel<C R S>,F8-PooledBuffersFrameCallback,F8-NA,F8-AuthenticatedSession,F8-PooledBufferFrameCallback,F8-CookieImpl,F8-ContextImpl,F11-httpMethodSecurityInfo,F11-written,F11-path,F11-offs,F11-nonce,F11-NA,F11-principal,F11-balancer,F11-orderInt,F11-NEXT_TERMINATOR,F11-remoteHost,F11-method,F11-bytes,F11-public,F11-INSTANCE,F11-contexts,F11-context,F11-parent,F11-data,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-stuart.w.douglas@gmail.com,F71-rosolkodv@gmail.com,F71-nmaurer@redhat.com,F71-adamforgacs256@gmail.com,F71-lponce@redhat.com,F71-tomaz.cerar@gmail.com,F71-andrej.golovnin@googlemail.com,F71-karm@redhat.com,F71-ivan.vonnagy@ensighten.com,F71-ajaykemparaj@gmail.com,F71-emuckenh@redhat.com,F71-jason.greene@redhat.com,F71-proyal@drw.com,F71-trask.stalnaker@gmail.com,F71-greg.hellings@gmail.com,F71-darran.lofthouse@jboss.com,F71-jharting@redhat.com,F71-radosoft@gmail.com,F71-andrei.petrovici@gmail.com,F71-david.lloyd@redhat.com,F74,F73,F84,F146,category
2445,io/undertow/servlet/spec,io/undertow/servlet/spec/ServletPrintWriterDelegate.java,484,true,3,37,1950,3,8,517,1,64,0.13382899628252787,205,20,0.0975609756097561,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,CORRECTNESS,0.0024154589371980675,NP_NULL_PARAM_DEREF_NONVIRTUAL,11,3,2,0.05442176870748299,0.0045351473922902496,0.0045351473922902496,-1.0,0.0,0.0,0.36363636363636365,0.23450413223140495,-1.0,0.0,0.012345679012345678,0.23450413223140495,-1.0,-1.0,3,2467,947,3890,37,0.0,22,34,3,93,0.05646019855012954,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,4520,34,1452,open
4323,io/undertow/servlet/spec,io/undertow/servlet/spec/ServletRegistrationImpl.java,1084,true,75,16,1950,2,0,517,19,64,0.4669887278582931,159,22,0.13836477987421383,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,STYLE,0.028985507246376812,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.05442176870748299,0.0045351473922902496,0.0045351473922902496,-1.0,0.0,0.0,0.12037037037037036,0.30268543586037666,-1.0,0.0,0.040123456790123455,0.30268543586037666,-1.0,-1.0,6,2567,988,3990,37,0.0,22,34,3,93,0.05646019855012954,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2258,4520,34,1452,open
4323,io/undertow/servlet/spec,io/undertow/servlet/spec/ServletRegistrationImpl.java,1084,true,50,16,1950,2,0,517,13,64,0.4323671497584541,159,22,0.13836477987421383,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,STYLE,0.028985507246376812,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.05442176870748299,0.0045351473922902496,0.0045351473922902496,-1.0,0.0,0.0,0.12037037037037036,0.30268543586037666,-1.0,0.0,0.040123456790123455,0.30268543586037666,-1.0,-1.0,6,2567,988,3990,37,0.0,22,34,3,93,0.05646019855012954,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2258,4520,34,1452,open
3766,io/undertow/servlet/spec,io/undertow/servlet/spec/WebConnectionImpl.java,904,true,0,4,1950,2,8,517,1,64,0.5822784810126582,49,20,0.40816326530612246,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,PERFORMANCE,0.04106280193236715,URF_UNREAD_FIELD,20,3,0,0.05442176870748299,0.0022675736961451248,0.0,0.0,0.5,0.03571428571428571,0.1568627450980392,0.041370164018161126,0.0,0.0,0.04938271604938271,0.041370164018161126,-1.0,-1.0,1,946,460,2369,37,0.0,22,34,3,93,0.05646019855012954,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119,4520,34,1452,open
1460,io/undertow/servlet/sse,io/undertow/servlet/sse/ServerSentEventSCI.java,15,true,0,1,7,3,18,1,1,4,0.7216494845360825,69,20,0.2898550724637681,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0045351473922902496,0.0045351473922902496,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,0.0,0.0,0,37,15,1460,130,0.2996632996632997,0,0,130,130,0.25550175292443333,0,0,0,0,0,0,89,0.0,89,0,0,0,0,89,0,0,0.0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,4520,42,1460,open
1460,io/undertow/servlet/sse,io/undertow/servlet/sse/ServerSentEventSCI.java,15,true,0,1,7,3,14,1,1,4,0.8247422680412371,69,20,0.2898550724637681,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0045351473922902496,0.0045351473922902496,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,0.0,0.0,0,37,15,1460,130,0.2996632996632997,0,0,130,130,0.25550175292443333,0,0,0,0,0,0,89,0.0,89,0,0,0,0,89,0,0,0.0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,4520,42,1460,open
3202,io/undertow/servlet/util,io/undertow/servlet/util/InMemorySessionPersistence.java,768,true,24,3,31,3,0,22,5,10,0.8130841121495327,73,22,0.3013698630136986,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,STYLE,0.057971014492753624,REC_CATCH_EXCEPTION,20,3,1,0.006802721088435374,0.0022675736961451248,0.0022675736961451248,-1.0,0.058823529411764705,0.0025165146272412707,0.12037037037037036,0.30268543586037666,-0.8823529411764706,0.0,0.040123456790123455,0.30268543586037666,-1.0,-1.0,5,1779,768,3202,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2306,4520,215,1632,open
2783,io/undertow/servlet/util,io/undertow/servlet/util/SavedRequest.java,616,true,9,3,31,1,8,22,2,10,0.4025974025974026,116,27,0.23275862068965517,0.2222222222222222,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,MALICIOUS_CODE,0.028985507246376812,EI_EXPOSE_REP2,18,2,1,0.006802721088435374,0.0045351473922902496,0.0022675736961451248,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,12,1360,616,2783,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,4520,215,1632,open
2783,io/undertow/servlet/util,io/undertow/servlet/util/SavedRequest.java,616,true,0,3,31,1,15,22,1,10,0.34415584415584416,116,27,0.23275862068965517,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,BAD_PRACTICE,0.00966183574879227,SE_NO_SERIALVERSIONID,19,3,0,0.006802721088435374,0.0045351473922902496,0.0,0.0,0.2,0.01230769230769231,0.0851063829787234,0.11623811679492983,-0.6,0.0,0.012345679012345678,0.11623811679492983,-1.0,-1.0,12,1360,616,2783,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,4520,215,1632,open
4462,io/undertow/util,io/undertow/util/AbstractAttachable.java,1117,true,17,6,3589,1,16,565,5,129,0.9203539823008849,64,37,0.578125,0.5294117647058824,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,STYLE,0.007246376811594203,BC_UNCONFIRMED_CAST,20,3,1,0.08616780045351474,0.0022675736961451248,0.0022675736961451248,-1.0,0.3333333333333333,0.010101010101010102,0.12037037037037036,0.30268543586037666,-0.3333333333333333,0.0,0.040123456790123455,0.30268543586037666,-0.8461538461538461,-1.0,1,883,435,2306,340,0.0,7,145,195,492,0.03485134186157657,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,4520,27,1445,open
4444,io/undertow/util,io/undertow/util/CanonicalPathUtils.java,1114,true,84,3,3589,1,21,565,22,129,0.5170068027210885,117,20,0.17094017094017094,0.5727429773171098,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,STYLE,0.03140096618357488,SF_SWITCH_NO_DEFAULT,19,2,1,0.08616780045351474,0.0022675736961451248,0.0022675736961451248,-1.0,0.0,0.0,0.12037037037037036,0.30268543586037666,-1.0,0.0,0.040123456790123455,0.30268543586037666,-0.8461538461538461,-1.0,7,3021,1114,4444,340,0.0,7,145,195,492,0.03485134186157657,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,4520,27,1445,open
3082,io/undertow/util,io/undertow/util/Cookies.java,720,true,94,6,3589,1,16,565,21,129,0.6884735202492211,220,84,0.38181818181818183,0.5825531914893617,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,STYLE,0.014492753623188406,SF_SWITCH_FALLTHROUGH,17,2,2,0.08616780045351474,0.006802721088435374,0.0045351473922902496,-1.0,0.0,0.0,0.12037037037037036,0.30268543586037666,-1.0,0.0,0.040123456790123455,0.30268543586037666,-0.8461538461538461,-1.0,10,1659,720,3082,340,0.0,7,145,195,492,0.03485134186157657,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,350,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,4520,27,1445,open
3082,io/undertow/util,io/undertow/util/Cookies.java,720,true,94,6,3589,1,20,565,21,129,0.6666666666666666,220,84,0.38181818181818183,0.5621500559910415,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,STYLE,0.03140096618357488,SF_SWITCH_NO_DEFAULT,19,2,2,0.08616780045351474,0.006802721088435374,0.0045351473922902496,-1.0,0.0,0.0,0.12037037037037036,0.30268543586037666,-1.0,0.0,0.040123456790123455,0.30268543586037666,-0.8461538461538461,-1.0,10,1659,720,3082,340,0.0,7,145,195,492,0.03485134186157657,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,350,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,4520,27,1445,open
